id,video_path,question,options,gold,pred_video,pred_7B_note,pred_72B_note,score_video,score_7B,score_72B,note_7B,note_72B
65126_clip_19_operation,videos/level_1/65126/clip_19.mp4,What is the person doing with the glycerol solution?,"{""A"": ""Pouring it directly into the lysis buffer container"", ""B"": ""Measuring 600 microliters of lysis buffer instead"", ""C"": ""Pipetting lysis buffer into it instead"", ""D"": ""Pipetting 600 microliters of it into lysis buffer""}","""D""",D,C,D,1.0,0.0,1.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL into test tube"",
    ""cap test tube""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""test tube"",
    ""test tube cap""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体并注入试管"",
    ""使用手指盖上试管盖子""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into test tube"",
    ""place test tube in rack""
  ],
  ""objects_manipulated"": [
    ""test tube"",
    ""pipette"",
    ""test tube rack""
  ],
  ""tool_object_interaction"": [
    ""pipette tip inserted into test tube"",
    ""test tube placed into orange rack""
  ]
}
```"
65126_clip_38_operation,videos/level_1/65126/clip_38.mp4,What is the person doing with the pipette?,"{""A"": ""Applying the diluted protein mixture to the grids"", ""B"": ""Transferring dilution buffer to an empty tube"", ""C"": ""Adding dilution buffer to the microtubule-interacting protein solution"", ""D"": ""Measuring the volume of dilution buffer separately""}","""C""",B,C,B,0.0,1.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL from tube into well A1""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""tube"",
    ""well A1""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体并注入到A1孔中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a test tube""
  ],
  ""objects_manipulated"": [
    ""test tube"",
    ""pipette""
  ],
  ""tool_object_interaction"": [
    ""pipette tip is inserted into the test tube"",
    ""liquid is dispensed from the pipette into the test tube""
  ]
}
```"
53931_clip_26_operation,videos/level_1/53931/clip_26.mp4,What is the researcher doing with the centrifuge?,"{""A"": ""Adjusting the centrifuge speed settings"", ""B"": ""Removing tubes after centrifugation"", ""C"": ""Spinning down cells"", ""D"": ""Loading cell samples into the centrifuge""}","""C""",C,C,D,1.0,1.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL from bottle into tube"",
    ""pipette 100uL from tube into well A1""
  ],
  ""objects_manipulated"": [
    ""bottle"",
    ""tube"",
    ""pipette"",
    ""well A1""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体到管中"",
    ""pipette吸取100微升液体到A1孔中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""place centrifuge tubes into the centrifuge"",
    ""close the centrifuge lid"",
    ""pipette liquid into a test tube"",
    ""place a bottle into a container with ice""
  ],
  ""objects_manipulated"": [
    ""centrifuge tubes"",
    ""centrifuge lid"",
    ""test tube"",
    ""pipette"",
    ""bottle"",
    ""ice container""
  ],
  ""tool_object_interaction"": [
    ""centrifuge tubes are inserted into the centrifuge slots"",
    ""pipette tip is used to transfer liquid into the test tube"",
    ""bottle is placed into the ice-filled container""
  ]
}
```"
53931_clip_20_operation,videos/level_1/53931/clip_20.mp4,What is the person doing with the 10 milliliter pipette?,"{""A"": ""Gently swirling the solution in the container"", ""B"": ""Aspirating the solution while holding the pipette vertically"", ""C"": ""Transferring the solution to a new tube"", ""D"": ""Vigorously triturating the solution to break up clumps""}","""D""",A,B,B,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL from petri dish""
  ],
  ""objects_manipulated"": [
    ""petri dish"",
    ""pipette""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体到petri dish中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a petri dish""
  ],
  ""objects_manipulated"": [
    ""petri dish"",
    ""pipette""
  ],
  ""tool_object_interaction"": [
    ""pipette tip is inserted into the petri dish""
  ]
}
```"
53931_clip_24_operation,videos/level_1/53931/clip_24.mp4,What is the person doing with the staining buffer?,"{""A"": ""Mixing it inside the tube"", ""B"": ""Washing the tube and strainer"", ""C"": ""Pouring it into the tube"", ""D"": ""Removing it from the strainer""}","""B""",C,C,C,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL from Staining Buffer into a small container""
  ],
  ""objects_manipulated"": [
    ""Staining Buffer"",
    ""small container"",
    ""pipette""
  ],
  ""tool_object_interaction"": [
    ""The pipette is used to transfer liquid from one container to another.""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a small plastic container""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""small plastic container"",
    ""liquid""
  ],
  ""tool_object_interaction"": [
    ""pipette tip is inserted into the liquid in the container"",
    ""pipette is used to transfer liquid into the small plastic container""
  ]
}
```"
4142_clip_20_operation,videos/level_1/4142/clip_20.mp4,What is the person doing to the probe?,"{""A"": ""Removing it from the setup"", ""B"": ""Turning it up to increase flow rate"", ""C"": ""Turning it down to decrease flow rate"", ""D"": ""Checking its calibration settings""}","""B""",B,B,B,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""adjust settings on control panel""],
  ""objects_manipulated"": [""control panel""],
  ""tool_object_interaction"": [""pressing buttons on the control panel to adjust flow rate""]
}
```","```json
{
  ""actions_performed"": [
    ""adjusts the settings on a syringe pump""
  ],
  ""objects_manipulated"": [
    ""syringe pump""
  ],
  ""tool_object_interaction"": [
    ""the hand rotates a dial on the syringe pump""
  ]
}
```"
4142_clip_27_operation,videos/level_1/4142/clip_27.mp4,What is the person transferring the dialysate sample with?,"{""A"": ""A syringe for injection"", ""B"": ""A pipette"", ""C"": ""A tube for fluid transfer"", ""D"": ""Pouring directly from a container""}","""B""",B,B,A,1.0,1.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL from tube into well A1""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""tube"",
    ""well A1""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体并注入到A1孔中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""reaches into the animal enclosure"",
    ""retrieves a syringe from the enclosure"",
    ""prepares the syringe by attaching a needle"",
    ""draws a liquid from a container using the syringe""
  ],
  ""objects_manipulated"": [
    ""animal enclosure"",
    ""syringe"",
    ""needle"",
    ""liquid container""
  ],
  ""tool_object_interaction"": [
    ""syringe is inserted into the liquid container"",
    ""needle is attached to the syringe""
  ]
}
```"
4142_clip_42_operation,videos/level_1/4142/clip_42.mp4,What is the person doing with the pipette?,"{""A"": ""Transferring solution between tubes without dilution"", ""B"": ""Preparing a single dilution in a new container"", ""C"": ""Mixing a single solution thoroughly in one tube"", ""D"": ""Transferring solution sequentially between tubes for dilution""}","""D""",D,D,D,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL from 40mM Ethanol into test tube""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""test tube labeled '40mM Ethanol'"",
    ""test tube labeled 'H2O'""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取40mM乙醇溶液并注入测试管中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a microtube""
  ],
  ""objects_manipulated"": [
    ""microtube"",
    ""pipette""
  ],
  ""tool_object_interaction"": [
    ""pipette tip inserts into microtube""
  ]
}
```"
56679_clip_5_operation,videos/level_1/56679/clip_5.mp4,What is the researcher doing with the syringe?,"{""A"": ""Withdrawing fluid from the mouse"", ""B"": ""Injecting subcutaneously"", ""C"": ""Injecting intramuscularly"", ""D"": ""Injecting intravenously""}","""B""",B,B,B,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""administer anesthesia to mouse"",
    ""inject clindamycin into mouse""
  ],
  ""objects_manipulated"": [
    ""mouse"",
    ""syringe"",
    ""anesthesia mask""
  ],
  ""tool_object_interaction"": [
    ""The syringe is used to inject clindamycin into the mouse."",
    ""The anesthesia mask is placed over the mouse's face to administer anesthesia.""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""administer anesthesia to the mouse"",
    ""inject clindamycin subcutaneously into the mouse""
  ],
  ""objects_manipulated"": [
    ""mouse"",
    ""anesthesia mask"",
    ""syringe containing clindamycin""
  ],
  ""tool_object_interaction"": [
    ""anesthesia mask placed over the mouse's head"",
    ""syringe inserted subcutaneously into the mouse's skin""
  ]
}
```"
56679_clip_16_operation,videos/level_1/56679/clip_16.mp4,What is the person doing with the disinfectant?,"{""A"": ""Applying it to the surgical site"", ""B"": ""Pouring it directly onto the surgical tray"", ""C"": ""Using it to clean their gloved hands"", ""D"": ""Wiping the area without applying disinfectant""}","""A""",C,C,C,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""handle surgical instrument carefully"",
    ""retrieve item from container""
  ],
  ""objects_manipulated"": [
    ""surgical instrument"",
    ""item from container""
  ],
  ""tool_object_interaction"": [
    ""gently handle surgical instrument to avoid injury"",
    ""carefully pick up item from container""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""suture the wound"",
    ""place the animal in a cage""
  ],
  ""objects_manipulated"": [
    ""suture needle and thread"",
    ""animal"",
    ""cage""
  ],
  ""tool_object_interaction"": [
    ""suture needle pierces the tissue"",
    ""hands place the animal into the cage""
  ]
}
```"
56679_clip_12_operation,videos/level_1/56679/clip_12.mp4,What is the person doing with the drill bit?,"{""A"": ""Measuring the depth of existing cortex holes"", ""B"": ""Manually drilling bore holes through cortex"", ""C"": ""Cleaning residue from the drill bit after use"", ""D"": ""Tapping measurement points on the cortex surface""}","""B""",B,B,B,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [""surgical maneuver to expose internal structures""],
  ""objects_manipulated"": [""internal organs of the animal""],
  ""tool_object_interaction"": [""surgical instruments are used to carefully separate tissues and expose the internal organs""]
}
```","```json
{
  ""actions_performed"": [
    ""apply axial force to the tissue""
  ],
  ""objects_manipulated"": [
    ""tissue sample""
  ],
  ""tool_object_interaction"": [
    ""metallic clamp applies force to tissue""
  ]
}
```"
60550_clip_12_operation,videos/level_1/60550/clip_12.mp4,What is the person doing with the cell culture vessel?,"{""A"": ""Removing it from the incubator"", ""B"": ""Plating it onto a culture dish"", ""C"": ""Labeling it with a marker"", ""D"": ""Placing it into the incubator""}","""D""",D,D,A,1.0,1.0,0.0,"```json
{
  ""actions_performed"": [""place tube into incubator""],
  ""objects_manipulated"": [""tube""],
  ""tool_object_interaction"": [""tube placed inside incubator door""]
}
```","```json
{
  ""actions_performed"": [
    ""reaches into incubator"",
    ""grabs vials""
  ],
  ""objects_manipulated"": [
    ""vials"",
    ""incubator""
  ],
  ""tool_object_interaction"": [
    ""hand interacts with vials inside incubator""
  ]
}
```"
60550_clip_7_operation,videos/level_1/60550/clip_7.mp4,What is the researcher doing with the DMEM solution?,"{""A"": ""Measuring its volume before use"", ""B"": ""Adding it to stop the reactions"", ""C"": ""Stirring the mixture with it"", ""D"": ""Pouring it into a waste container""}","""B""",A,A,D,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""pipette 100uL from bottle into flask""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""bottle"",
    ""flask""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取100微升液体并注入到烧瓶中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""tilt the bottle to pour liquid into a container""
  ],
  ""objects_manipulated"": [
    ""a clear bottle with a blue cap"",
    ""a transparent container with a handwritten label""
  ],
  ""tool_object_interaction"": [
    ""the bottle is tilted to transfer liquid into the container""
  ]
}
```"
60550_clip_9_operation,videos/level_1/60550/clip_9.mp4,What is the person doing with the detached cell solutions immediately after incubation?,"{""A"": ""Labeling the conical tubes beforehand"", ""B"": ""Transferring them to conical tubes"", ""C"": ""Placing empty tubes in a centrifuge rack"", ""D"": ""Swirling them in the original container""}","""B""",B,B,B,1.0,1.0,1.0,"```json
{
  ""actions_performed"": [
    ""pipette 50uL from well A1"",
    ""pipette 50uL into tube labeled 'GFP cells'""
  ],
  ""objects_manipulated"": [
    ""pipette"",
    ""well A1"",
    ""tube labeled 'GFP cells'""
  ],
  ""tool_object_interaction"": [
    ""pipette吸取50uL液体到管中""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pipette liquid into a test tube"",
    ""place test tube into a rack""
  ],
  ""objects_manipulated"": [
    ""test tube"",
    ""pipette"",
    ""test tube rack""
  ],
  ""tool_object_interaction"": [
    ""pipette tip inserts into test tube"",
    ""pipette withdraws liquid from test tube""
  ]
}
```"
60245_clip_30_operation,videos/level_1/60245/clip_30.mp4,What is the person doing with the ultrasonic cleaner?,"{""A"": ""Removing debris using alcohol"", ""B"": ""Stirring debris in alcohol"", ""C"": ""Rinsing components with alcohol"", ""D"": ""Soaking parts in alcohol""}","""A""",D,D,D,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""Pour liquid into ultrasonic cleaner""
  ],
  ""objects_manipulated"": [
    ""Ultrasonic cleaner"",
    ""Bottle of liquid""
  ],
  ""tool_object_interaction"": [
    ""The bottle is tilted to pour the liquid into the ultrasonic cleaner.""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""pour liquid from a bottle into a metal container""
  ],
  ""objects_manipulated"": [
    ""a dark-colored bottle with a label"",
    ""a metal container with a mesh bottom""
  ],
  ""tool_object_interaction"": [
    ""the bottle is tilted to pour its contents into the metal container""
  ]
}
```"
60245_clip_19_operation,videos/level_1/60245/clip_19.mp4,What is the person doing with the vacuum drying oven?,"{""A"": ""Sterilizing parts inside it"", ""B"": ""Drying parts inside it"", ""C"": ""Storing parts at room temperature"", ""D"": ""Curing parts with desiccants""}","""B""",A,A,A,0.0,0.0,0.0,"```json
{
  ""actions_performed"": [
    ""place blue cloth into autoclave"",
    ""close door of autoclave"",
    ""press button to start cycle""
  ],
  ""objects_manipulated"": [
    ""blue cloth"",
    ""autoclave door"",
    ""autoclave control panel""
  ],
  ""tool_object_interaction"": [
    ""blue cloth is placed inside the autoclave chamber"",
    ""door of the autoclave is closed"",
    ""button on the control panel is pressed to initiate the sterilization process""
  ]
}
```","```json
{
  ""actions_performed"": [
    ""open the autoclave door"",
    ""place a tray inside the autoclave"",
    ""close the autoclave door""
  ],
  ""objects_manipulated"": [
    ""autoclave door"",
    ""tray"",
    ""autoclave interior""
  ],
  ""tool_object_interaction"": [
    ""hand interacts with the autoclave door to open and close it"",
    ""hand places a tray inside the autoclave""
  ]
}
```"
