id,video,question,options,gold,C0_pred (video),C0_ok,C1_pred (note),C1_ok,C2_pred (v+n),C2_ok,C4_pred (v+ASR),C4_ok,disagreement_type,note_text (first 280 chars)
59396_clip_10_materials,clip_10,Which material appears in this experimental step?,A:mucosa | B:forceps | C:cartilage | D:tissue,D,B,✗,D,✓,D,✓,D,✓,note_better_than_video (C1>C0),"```json {   ""materials_visible"": [     ""raw meat"",     ""scalpel with blue handle""   ],   ""labels_seen"": [],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""white"",       ""size"": ""large enough to hold the meat specimen""     }   ],   ""substance_app..."
59396_clip_44_materials,clip_44,What material appears in this procedure?,A:trachea | B:carotid artery | C:pharynx | D:esophagus,A,D,✗,A,✓,D,✗,A,✓,other,"```json {   ""materials_visible"": [""raw meat""],   ""labels_seen"": [],   ""container_descriptions"": [],   ""substance_appearance"": [""red, solid, fibrous""] } ```"
59396_clip_30_materials,clip_30,What material appears in this procedure?,A:trachea | B:esophagus | C:thyroid cartilage | D:bronchus,A,B,✗,A,✓,B,✗,A,✓,other,"```json {   ""materials_visible"": [     ""dissecting scissors"",     ""scalpel"",     ""meat sample""   ],   ""labels_seen"": [],   ""container_descriptions"": [],   ""substance_appearance"": [     {       ""material"": ""meat sample"",       ""description"": ""raw meat, red in color, solid state, f..."
59396_clip_66_materials,clip_66,What material appears in the researcher's work in this video clip?,A:collagen sheet | B:pig skin from butcher shop cut in square shape | C:cellulose membrane | D:silicone polymer patch,B,A,✗,B,✓,B,✓,B,✓,note_better_than_video (C1>C0),"```json {   ""materials_visible"": [     ""skin"",     ""muscle tissue""   ],   ""labels_seen"": [],   ""container_descriptions"": [],   ""substance_appearance"": [     {       ""material"": ""skin"",       ""appearance"": ""pinkish, soft, and flexible""     },     {       ""material"": ""muscle tissue..."
57928_clip_28_materials,clip_28,What material appears in this procedure?,A:resistors | B:power supplies | C:batteries | D:capacitors,C,C,✓,C,✓,C,✓,C,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""Red batteries labeled 'Xtreme'""   ],   ""labels_seen"": [     ""Xtreme""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""blue"",       ""size"": ""large enough to hold multiple batteries""     }   ],   ""substan..."
57928_clip_23_materials,clip_23,What material appears in the researcher's work in this video clip?,A:wire | B:cable | C:rope | D:straps,C,A,✗,B,✗,B,✗,C,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""black cable""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""black"",       ""size"": ""small""     }   ],   ""substance_appearance"": [     {       ""color"": ""black"",       ..."
57928_clip_30_materials,clip_30,Which material appears in this experimental step?,A:banana plug wire | B:spade terminal wire | C:alligator clip wire | D:one side soldered/one side ring terminal wire,D,D,✓,A,✗,D,✓,D,✓,note_only_wrong (compression lost info),"```json {   ""materials_visible"": [     ""Extreme Red Battery""   ],   ""labels_seen"": [     ""Extreme Red Battery"",     ""DVR system""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""blue"",       ""size"": ""large enough to hold multiple batteries""  ..."
57928_clip_4_materials,clip_4,Which material appears in this experimental step?,A:MC4 connectors | B:four foot negative wires | C:bypass diodes | D:bus bars,B,A,✗,B,✓,A,✗,A,✗,other,"```json {   ""materials_visible"": [     ""Cable with red and black connectors"",     ""White cable with white connectors"",     ""Green cable with green connectors""   ],   ""labels_seen"": [     ""DVR 2"",     ""C1""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",     ..."
55532_clip_25_materials,clip_25,What material appears in this procedure?,A:modeling clay | B:sealed putty | C:vacuum grease | D:paraffin wax,B,D,✗,D,✗,D,✗,B,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""test tube""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""standard laboratory test tube size""     }   ],   ""substance_appearance"": [    ..."
55532_clip_22_materials,clip_22,What material appears in this procedure?,A:medium | B:distilled water | C:phosphate-buffered saline | D:tryptic soy broth,A,B,✗,B,✗,D,✗,A,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""pipette tip"",     ""test tube""   ],   ""labels_seen"": [     ""Fill to about 5 mm below the blue marker near the top of the tube""   ],   ""container_descriptions"": [     {       ""shape"": ""conical"",       ""color"": ""transparent"",       ""size"": ""sm..."
55532_clip_21_materials,clip_21,What material appears in the researcher's work in this video clip?,A:ethanol (70%) | B:PBS buffer | C:sterile water | D:distilled water,C,C,✓,D,✗,D,✗,C,✓,other,"```json {   ""materials_visible"": [     ""Distilled H2O""   ],   ""labels_seen"": [     ""Distilled H2O"",     ""1000 ml"",     ""FAS""   ],   ""container_descriptions"": [     {       ""shape"": ""bottle"",       ""color"": ""clear"",       ""size"": ""medium""     },     {       ""shape"": ""test tubes"", ..."
55532_clip_18_materials,clip_18,What material appears in the researcher's work in this video clip?,A:3% hydrogen peroxide | B:70% isopropyl alcohol | C:70% ethanol solution | D:distilled water,C,C,✓,C,✓,C,✓,C,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""70% Ethanol""   ],   ""labels_seen"": [     ""70%"",     ""Ethanol""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""white"",       ""size"": ""small""     }   ],   ""substance_appearance"": [     {       ""color"": ""..."
56676_clip_11_materials,clip_11,What material appears in the researcher's work in this video clip?,A:phosphate-buffered saline | B:trypsin solution | C:fetal bovine serum | D:culture medium,D,D,✓,D,✓,D,✓,D,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""0.8 μL transfection reagent"",     ""20 μL medium per well""   ],   ""labels_seen"": [     ""0.8 μL transfection reagent + 20 μL medium per well""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""clear"",      ..."
56676_clip_12_materials,clip_12,Which material appears in this experimental step?,A:distilled water | B:solution A | C:solution B | D:phosphate buffer,B,A,✗,A,✗,A,✗,B,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""pipette tip"",     ""test tube"",     ""tube rack""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""clear"",       ""size"": ""small""     },     {       ""shape"": ""cylindrical""..."
56676_clip_9_materials,clip_9,What material appears in the researcher's work in this video clip?,A:fresh culture medium containing 10% FBS | B:DMEM without supplements | C:phosphate-buffered saline (PBS) | D:trypsin-EDTA solution,A,D,✗,C,✗,A,✓,A,✓,note_aug_helps (C2 lifts over C0),"```json {   ""materials_visible"": [     ""pipette tip"",     ""microcentrifuge tube"",     ""test tube rack"",     ""test tubes"",     ""pipette""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""clear"",       ""size"": ..."
3521_clip_38_materials,clip_38,Which material appears in this experimental step?,A:cell pellet | B:cell debris | C:DNA pellet | D:protein precipitate,A,C,✗,C,✗,C,✗,A,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [""pipette"", ""test tube""],   ""labels_seen"": [""15ml""],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",    ..."
3521_clip_43_materials,clip_43,Which material appears in this experimental step?,A:cross-linked hydrogel portion | B:collagen matrix | C:agarose gel slab | D:PDMS precursor mixture,A,D,✗,D,✗,D,✗,A,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [""syringe"", ""pipette tip"", ""test tube""],   ""labels_seen"": [""jove""],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""shape"": ""cylindrical"",       ""color"": ""tr..."
3521_clip_22_materials,clip_22,Which material appears in this experimental step?,A:EDTA | B:cells | C:trypsin | D:sucrose,B,C,✗,B,✓,B,✓,B,✓,note_better_than_video (C1>C0),"```json {   ""materials_visible"": [     ""powder"",     ""sterile pipette tips"",     ""culture medium"",     ""cell culture flask""   ],   ""labels_seen"": [     ""Store the powder at 4 °C when not in use""   ],   ""container_descriptions"": [     {       ""shape"": ""flask"",       ""color"": ""tran..."
3521_clip_25_materials,clip_25,Which material appears in this experimental step?,A:cells | B:trypsin | C:microbeads | D:cellular debris,A,B,✗,A,✓,B,✗,A,✓,other,"```json {   ""materials_visible"": [     ""Dulbecco's Modified Eagle Medium (DMEM)""   ],   ""labels_seen"": [     ""Dulbecco's Modified Eagle Medium (DMEM)""   ],   ""container_descriptions"": [     {       ""shape"": ""Pyrex flask"",       ""color"": ""transparent"",       ""size"": ""medium""     }..."
61930_clip_21_materials,clip_21,What material appears in the researcher's work in this video clip?,A:Cas9-sgRNA ribonucleoprotein complex | B:Lipofectamine transfection reagent | C:microinjection mixture of casein proteins and in-vitro synthesized small guide,C,C,✓,C,✓,C,✓,C,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""pipette tip"",     ""test tube rack"",     ""blue bowl"",     ""ice cubes""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""yellow"",       ""size"": ""small""     },     {      ..."
61930_clip_13_materials,clip_13,What material appears in this procedure?,A:pupae | B:eggs | C:cellulose powder | D:larvae,D,A,✗,C,✗,C,✗,C,✗,all_wrong,"```json {   ""materials_visible"": [     ""insects""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""transparent"",       ""size"": ""medium""     },     {       ""shape"": ""rectangular"",       ""color"": ""transparent"",..."
61930_clip_35_materials,clip_35,What material appears in the researcher's work in this video clip?,A:agarose gel bead | B:chorion | C:microinjection needle | D:first embryo,D,A,✗,A,✗,A,✗,C,✗,all_wrong,"```json {   ""materials_visible"": [     ""Microscope slide"",     ""Microscope objective lens""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""flat rectangular"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""shape""..."
61930_clip_31_materials,clip_31,Which material appears in this experimental step?,A:syncytial stage embryos | B:cellular blastoderm stage embryos | C:cleavage stage Xenopus embryos | D:gastrulating stage embryos,A,C,✗,C,✗,C,✗,A,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""embryos"",     ""pipette"",     ""solution""   ],   ""labels_seen"": [     ""Injection of Embryos""   ],   ""container_descriptions"": [     {       ""shape"": ""square"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""shape"": ""sq..."
50371_clip_20_materials,clip_20,What material appears in this procedure?,A:callus tissue | B:pollen grains | C:protoplasts | D:two to four cell embryos,D,C,✗,C,✗,C,✗,D,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""Microscope"",     ""Syringe"",     ""Plant samples"",     ""Ice cubes""   ],   ""labels_seen"": [],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""green"",       ""size"": ""medium""     },     {       ""shape"": ""cylindr..."
50371_clip_14_materials,clip_14,What material appears in this procedure?,A:10 milligram per milliliter bovine serum albumin or BSA | B:10 mg/mL egg albumin (ovalbumin) | C:5% (w/v) casein solution | D:2% (w/v) skim milk powder,A,A,✓,A,✓,A,✓,A,✓,all_agree_correct,"```json {   ""materials_visible"": [     ""Microcentrifuge tubes"",     ""Microplate""   ],   ""labels_seen"": [     ""DYNAtech""   ],   ""container_descriptions"": [     {       ""shape"": ""cylindrical"",       ""color"": ""transparent"",       ""size"": ""small""     },     {       ""shape"": ""rectangu..."
50371_clip_57_materials,clip_57,What material appears in this procedure?,A:plasmid DNA | B:genomic DNA | C:RNase A | D:Hoechst stain,B,A,✗,A,✗,A,✗,B,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""ACT11"",     ""WOX9"",     ""WOX2"",     ""WOX8""   ],   ""labels_seen"": [     ""ACT11"",     ""WOX9"",     ""WOX2"",     ""WOX8""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""white"",       ""size"": ""small""     },  ..."
50371_clip_22_materials,clip_22,Which material appears in this experimental step?,A:seeds | B:homogenization beads | C:leaf tissue fragments | D:pollen grains,A,B,✗,B,✗,B,✗,A,✓,asr_only (only ASR direct answer),"```json {   ""materials_visible"": [     ""microscope"",     ""pipette"",     ""ice cubes""   ],   ""labels_seen"": [     ""Leica""   ],   ""container_descriptions"": [     {       ""shape"": ""rectangular"",       ""color"": ""green"",       ""size"": ""medium""     }   ],   ""substance_appearance"": [    ..."
51974_clip_33_materials,clip_33,What material appears in the researcher's work in this video clip?,A:silicon wafer | B:receiver substrate | C:donor substrate | D:glass slide,C,A,✗,D,✗,A,✗,A,✗,all_wrong,"```json {   ""materials_visible"": [     ""Microscope slide"",     ""Glass petri dish""   ],   ""labels_seen"": [     ""jove""   ],   ""container_descriptions"": [     {       ""shape"": ""Circular"",       ""color"": ""Clear"",       ""size"": ""Small""     },     {       ""shape"": ""Square"",       ""colo..."
